到餐客户ID,门店ID,门店名称,门店分层,大区,区域,代理城市,签约私海BD,c2是否签约,外卖客户ID,BD是否有搜索权限,平台客户ID
53110849,1965125833,临榆炸鸡腿（世纪欣都店）,下沉CKA品牌门店,特区,京津冀区域,宁河县,刘蕊,1,24945976,1,1153125016
807275,189766724,金萝莎（实验小学店）,下沉CKA品牌门店,南部大区,湖南区域,澧县,周俊,0,22841201,0,1000804385
51256529,1842946486,28年砂锅羊肉米线（龙腾店）,下沉城市商家,南部大区,云南区域,镇雄县,吴翔,0,26345141,1,1108845142
50558653,1838014280,老长沙粉面,下沉城市商家,南部大区,湖北区域,天门,陈莉,1,23138337,1,1099642388
53727185,1015524147148553,蜜语糖水铺,下沉城市商家,南部大区,云南区域,镇雄县,杜代奇,1,27152610,1,1159803513
53692644,1640026094,特色酱面,下沉城市商家,北部大区,甘青新区域,嘉峪关,陈嘉欣,0,,1,1165251141
50761088,1799620874,韩式料理鳗喜家炭火烤肉,下沉城市商家,北部大区,甘青新区域,静宁县,郑江利,0,,1,1101478113
54181610,1023213157873716,饼总监（宏维店）,下沉城市商家,南部大区,湖北区域,大冶市,张青松,1,28026216,0,1175004985
45904015,1746826272,擂饭（昭通镇雄龙腾广场店）,下沉CKA品牌门店,南部大区,云南区域,镇雄县,吴翔,0,,0,1051876275
51575002,844931260,半甜SEMISWEET,下沉城市商家,南部大区,云南区域,景东彝族自治县,唐丽,0,23091830,1,1111349718
50568802,786116940,局在破店·东北炭火烤肉（天门店）,下沉CKA品牌门店,南部大区,湖北区域,天门,田静媛,0,,1,1099693726
50018190,1426040228,丸子姐姐,下沉本地连锁,南部大区,湖南区域,津市市,胡明,1,,1,1095532174
52928659,1663608992,小湘厨木桶饭（护市路店）,下沉城市商家,南部大区,湖南区域,津市市,胡明,0,,1,1151301533
54052976,1023204504567407,稻禾优悠现炒中餐（财富广场店）,下沉城市商家,南部大区,云南区域,瑞丽,陈显泽,0,,1,1170169239
54296286,1609277862,小旋风咖喱蛋包饭,下沉城市商家,南部大区,湖北区域,丹江口市,李学锋,0,,1,1174897154
53843120,1026210621138261,烫小围转转小火锅（澧县欢乐城店）,下沉城市商家,南部大区,湖南区域,澧县,刘俊,1,27505331,0,1164575753
49652616,1382866997,团结曹氏鸭脖（文苑路店）,下沉城市商家,南部大区,云南区域,嵩明县,徐福樑,0,,1,1095554469
52140266,1406976462,兵兵烧烤,下沉城市商家,南部大区,湖北区域,天门,陈莉,0,,0,1117172480
54268036,1235129543,千里鱼香,下沉城市商家,南部大区,云南区域,麻栗坡县,王俊娇,0,28151339,1,1175434614
46737708,1770733720,老农民柴火鸡,下沉城市商家,南部大区,云南区域,泸西县,唐关玲,0,22958041,1,1058571384
53712476,66495698,食尚行川菜馆（雄关四小区店）,下沉城市商家,北部大区,甘青新区域,嘉峪关,李静,1,27275579,1,1166157538
53688522,1023208873426544,潮洪卤隆江猪脚饭（刘家坡店）,下沉城市商家,南部大区,湖北区域,天门,田静媛,0,27822371,0,1165250071
50211408,1261436251,燕安居·吉燕,下沉城市商家,南部大区,湖北区域,大冶市,汪婷婷,0,23165508,1,1096249054
2795443,50062928,尝回味点心坊食品,下沉城市商家,南部大区,湖北区域,通城,胡钦,0,22926629,1,1002203505
54205459,1966615595,厚德慈素食餐厅,下沉城市商家,南部大区,湖北区域,天门,张翩,1,28060041,1,1175811964
51213649,1877501103,口口香铁板豆腐小土豆,下沉城市商家,南部大区,湖南区域,澧县,刘俊,1,,1,1108990164
52704996,643093337,渔香庭院餐厅,下沉城市商家,南部大区,湖南区域,桑植县,钟耀华,0,24420686,1,1152054661
40419036,94350687,忆口香龙虾（慈利总店）,下沉城市商家,南部大区,湖南区域,慈利县,叶懋,1,,1,1003816507
2473452,164044040,蛋糕地带·金誉生日蛋糕（大冶市店）,下沉CKA品牌门店,南部大区,湖北区域,大冶市,张雷鸣,0,22841641,0,1002040186
49852926,1898170136,重庆鸡公煲（实验小学店）,下沉城市商家,南部大区,湖北区域,孝昌县,樊迅,1,22979641,1,1096570562
41112488,164848794,黑研舍（九华路店）,下沉城市商家,南部大区,云南区域,泸西县,唐关玲,0,23068403,1,1005340153
49992620,1761994747,胖婶饺儿,下沉城市商家,南部大区,湖南区域,澧县,刘俊,0,19991693,1,1096776796
53891792,1126935002,老固东顺江火烧肉米线,下沉城市商家,南部大区,云南区域,瑞丽,张炫,1,,1,1166437715
53481184,1018926758852487,摊摊羊火锅（积石山店）,下沉城市商家,北部大区,甘青新区域,积石山保安族东乡族撒拉族自治县,肖文林,0,27140361,0,1159375157
47714760,1117926468,渄熹铁板牛排,下沉城市商家,南部大区,湖南区域,澧县,周俊,1,,1,1066097511
2921184,105579849,安陆烧烤海鲜（陆平店）,下沉城市商家,南部大区,湖北区域,孝昌县,徐念,0,,1,1002266518
52511738,894112229,张记·安陆碳烤,下沉城市商家,南部大区,湖北区域,孝昌县,樊迅,1,,1,1140515307
50984814,1900447357,花甜嘴,下沉城市商家,南部大区,云南区域,瑞丽,张炫,0,23217158,1,1108900667
525489,1304996006,辣子王兰州牛肉面（嘉峪关明珠东路店）,下沉CKA品牌门店,北部大区,甘青新区域,嘉峪关,王英霞,0,22995949,0,1000661743
52670247,853237486,焦本味·铁板焦饭（葛店邻好超汇店）,下沉CKA品牌门店,南部大区,湖北区域,鄂州,李书才,0,24374877,1,1145753979
968371,1817420352,川辣三国串串香火锅（康乐三店）,下沉本地连锁,北部大区,甘青新区域,嘉峪关,陈嘉欣,0,23031233,1,1000887421
53963520,658107431,禧甜蛋糕小栈,下沉城市商家,南部大区,湖北区域,鄂州,罗文聪,0,27700328,1,1171973353
52812608,1411344560,焙卡滋,下沉城市商家,南部大区,云南区域,镇雄县,吴翔,0,24566842,1,1145817310
51248507,682361790,全时热爱,下沉城市商家,北部大区,甘青新区域,临泽县,赵梦婷,0,22910111,1,1108894277
51622341,1010350067121575,鲜骨牛肉汤,下沉城市商家,北部大区,甘青新区域,嘉峪关,闻俊祺,0,,1,1112699251
53535136,1356459518,疯狂鸭恋虾,下沉CKA品牌门店,北部大区,甘青新区域,静宁县,郑江利,1,,1,1159291567
53651311,1981823243,源兴铜锅洋芋饭（汇尔佳店）,下沉城市商家,南部大区,云南区域,嵩明县,赵瑞阁,1,19427972,1,1086430028
54204750,1026639764978177,清补凉（凤凰路店）,下沉城市商家,南部大区,湖南区域,津市市,胡明,0,,1,1174762094
54243380,1025776232035507,伍陆柒鸿禧坊餐饮店,下沉城市商家,南部大区,云南区域,泸西县,唐关玲,1,28113357,1,1174301150
45924657,1211738169,灶台故事（富丽花园店）,下沉城市商家,北部大区,甘青新区域,嘉峪关,陈嘉欣,1,24757828,1,1053852230
49876104,1723018790,弥勒单氏卤鸡（里外里店）,下沉城市商家,南部大区,云南区域,嵩明县,徐福樑,0,,1,1096789321
46667091,98728198,儒家楼知味馆（孝昌店）,下沉城市商家,南部大区,湖北区域,孝昌县,阳佳龙,0,,1,1056474842
52023503,1577024146,果色天香,下沉城市商家,南部大区,湖南区域,慈利县,叶懋,0,23469998,1,1116235314
51379493,1412551003,Moli Land茉蓝山（明珠东路店）,下沉城市商家,北部大区,甘青新区域,嘉峪关,王英霞,0,,0,1111866631
51738068,1245356488,鸭滋味（瑞丽店）,下沉城市商家,南部大区,云南区域,瑞丽,陈明龙,1,23202231,1,1114722054
54235897,1028783863549582,爆汁小龙虾,下沉城市商家,南部大区,湖北区域,天门,田静媛,0,,1,1174679170
51301013,1976548297,虾兵蟹将香辣虾（嵩明店）,下沉城市商家,南部大区,云南区域,嵩明县,赵瑞阁,0,,1,1111352646
52317492,707307512,地摊筒子骨,下沉城市商家,南部大区,湖南区域,澧县,刘俊,1,23882966,1,1117893312
50564729,1627596306,吸饮力烤鱼吧,下沉城市商家,南部大区,福建区域,永定区,余美珠,0,,1,1103421508
51624050,1903213282,张记锅盔（中星天街店）,下沉城市商家,南部大区,湖北区域,通城,胡钦,0,,1,1114856566
50505740,902702607,穆佳黑德牛肉面积石山县店（草房子）,下沉城市商家,北部大区,甘青新区域,积石山保安族东乡族撒拉族自治县,肖文林,1,16639705,1,1070100191
46706467,1177375385,小龙坎老火锅（罗马风情店）,下沉KA品牌门店,北部大区,甘青新区域,静宁县,郑江利,0,,1,1056138324
48374025,1710721327,瓦子角（高安店）,下沉城市商家,南部大区,江西区域,高安市,刘金荣,0,15753369,1,1064413474
3926744,103827522,甘马东餐馆,下沉城市商家,南部大区,云南区域,鲁甸县,马荣月,0,23310025,1,1003599667
53799016,1015521191065037,面香源生烫牛肉面（城中北路店）,下沉城市商家,南部大区,湖北区域,大悟县,王咏,0,,1,1164894300
53210239,1015485760170628,桥头冰舍,下沉城市商家,南部大区,湖北区域,大悟县,王咏,1,,1,1156758230
42289942,186041189,再香辣子鸡（楚天尚城店）,下沉城市商家,南部大区,湖北区域,天门,田静媛,0,23068624,1,1005954491
52651444,631859874,和福顺焖锅店,下沉CKA品牌门店,南部大区,福建区域,永定区,余美珠,0,,1,1145251798
53611114,1938739545,鑫泓牛肉馆,下沉城市商家,南部大区,云南区域,瑞丽,陈丽英,1,27110364,1,1161813431
1062697,40431290,甜心糕点（花园大道店）,下沉城市商家,南部大区,湖北区域,孝昌县,徐念,0,,1,1001330868
52414353,726508770,MANGY DOG赖皮狗美式热狗,下沉城市商家,南部大区,湖北区域,天门,张翩,0,24008731,1,1136797729
53719897,1355709398,老伙记潮州砂锅粥,下沉城市商家,南部大区,湖北区域,通城,胡钦,0,27287940,1,1164804097
52112733,1663404015,水乡民谣音乐吧（高陂店）,下沉城市商家,南部大区,福建区域,永定区,余美珠,0,23598825,1,1115597769
52846039,1840646210,水帘洞民俗风情园,下沉城市商家,南部大区,湖南区域,慈利县,曾庆艮,0,24611094,1,1144238967
53239679,1870910061,食仙亿品烤鸭店（铁厂店）,下沉城市商家,南部大区,云南区域,麻栗坡县,王俊娇,1,25109631,1,1155966093
50167094,948345814,吾家工匠（雨润美食城店）,下沉城市商家,南部大区,湖北区域,大冶市,黄雨萱,1,23096754,1,1095445048
53188039,619228030,湘记点心局,下沉城市商家,南部大区,湖南区域,澧县,钟荣荣,1,,1,1153140063
52072386,951261710,渣渣老火锅,下沉CKA品牌门店,北部大区,甘青新区域,嘉峪关,陈嘉欣,1,23543534,1,1116041087
51264318,1796986203,大姑家重庆鸡公煲,下沉城市商家,特区,京津冀区域,宁河县,韩文博,1,23273891,1,1109296253
53738531,1012930688081786,重庆张小碗坝坝火锅（杨林店）,下沉城市商家,南部大区,云南区域,嵩明县,赵瑞阁,1,27321921,1,1165621671
54315570,70991064,懒汉快餐,下沉城市商家,南部大区,江西区域,高安市,陈俊慧,1,,1,1176604385
52481579,1601416929,乐记面馆,下沉城市商家,南部大区,湖北区域,大悟县,王咏,0,24102077,1,1138542069
51166010,1048607681,九老餐饮店（庐山店）,下沉城市商家,南部大区,江西区域,星子,郝志鹏,0,23150830,1,1109531623
40842148,522739129,嘬螺螺蛳粉（临泽店）,下沉城市商家,北部大区,甘青新区域,临泽县,赵梦婷,0,,0,1005202543
51026160,1831996110,碗里来纯手工酸辣粉（天桥店）,下沉城市商家,北部大区,甘青新区域,康乐县,张晓玲,1,,1,1100945322
53647928,1010366302000110,茉荔Moly,下沉城市商家,北部大区,甘青新区域,嘉峪关,郭江荣,1,27169810,1,1161823875
43237452,1500936312,楚山牛炒饭铺（曙光路店）,下沉CKA品牌门店,南部大区,湖北区域,大冶市,刘悦,0,24223702,1,1007621579
51162830,1015519834865639,Mini融合料理,下沉城市商家,南部大区,湖北区域,通城,胡钦,0,,1,1108931815
50614248,1500844843,雪菲儿蛋糕（怀宁店）,下沉城市商家,北部大区,安徽区域,怀宁县,汪祥,0,22903653,1,1100919048
49251179,742143974,辣得跳·辣卤牛蛙（雨润店）,下沉城市商家,南部大区,湖北区域,大冶市,黄雨萱,0,17697036,1,1075406896
52204189,1892906875,福味.宜良土炉烤鸭,下沉城市商家,南部大区,云南区域,泸西县,唐关玲,1,23728198,1,1116993778
44752096,194688485,缘味岳阳烧烤（两湖店）,下沉本地连锁,南部大区,湖北区域,大冶市,张雷鸣,0,23116387,1,1025600900
53429625,1427472008,厨湘情湘菜馆,下沉城市商家,南部大区,湖北区域,大冶市,吴洵,0,26820622,1,1152129906
52111280,1082378363,万州烤鱼（云谷店）,下沉城市商家,南部大区,云南区域,嵩明县,张艳松,0,,1,1117319054
50241854,1322625724,青龙留一手烤鱼,下沉城市商家,南部大区,云南区域,瑞丽,陈显泽,0,23168254,1,1096891997
46009982,1094577296,黄蜀郎鸡公煲（孝子里店）,下沉CKA品牌门店,南部大区,湖北区域,天门,孙傲,1,,1,1053667172
48557659,1914857359,红门柴火鸡（大冶总店）,下沉城市商家,南部大区,湖北区域,大冶市,龚进,0,23217483,1,1072627887
51190604,1030836620,无茗缘米粉,下沉城市商家,北部大区,甘青新区域,静宁县,张艳朋,1,,1,1107112632
50470440,1327245310,淮南牛肉汤,下沉城市商家,特区,京津冀区域,宁河县,刘蕊,0,23348231,1,1103408938
52619383,1450398142,老成都川菜馆（广厦花园）,下沉城市商家,南部大区,湖北区域,大冶市,刘悦,1,24301450,1,1140386485
50589152,1891243197,澧县卤味坊（新河路店）,下沉城市商家,南部大区,湖南区域,澧县,刘俊,0,22842923,1,1101517274
53496506,860776207,瑞光老厂烧烤,下沉城市商家,南部大区,湖北区域,大悟县,林佳成,1,,1,1153038407
47003183,764029231,膳当家黄焖鸡米饭（高安店）,下沉城市商家,南部大区,江西区域,高安市,熊康,1,,1,1061149463
51614607,1208523501,正和（正恒·公园道1号小区店）,下沉城市商家,南部大区,江西区域,星子,郝志鹏,0,,1,1113631955
53741592,667321468,张老二火锅店,下沉城市商家,南部大区,云南区域,泸西县,唐关玲,0,,1,1165073172
51987745,791940188,津石味缘石锅菜（宁河欣都店）,下沉城市商家,特区,京津冀区域,宁河县,孟令鹏,0,23419946,1,1115349216
51835337,2840347,鱼霸江南鲜鱼馆（瑞丽总店）,下沉城市商家,南部大区,云南区域,瑞丽,李秋萍,0,23105375,1,1115329178
52361387,845744995,小孙烧烤,下沉城市商家,南部大区,云南区域,泸西县,唐关玲,0,23940859,1,1120201114
52214874,1878417400,祥客基鲍汁焖鸡·鸡公煲（警苑小区店）,下沉城市商家,南部大区,湖北区域,大冶市,吴洵,0,23743894,1,1118957792
54115944,1879606824,左婷小饭馆,下沉城市商家,南部大区,江西区域,星子,于丽娟,0,27930246,1,1169530150
54308803,1024067747019143,蔡小烤鲜货烧烤,下沉城市商家,南部大区,湖北区域,孝昌县,徐念,1,,1,1176106223
45637641,963860291,牦牛道米线（孝昌罗马街店）,下沉城市商家,南部大区,湖北区域,孝昌县,徐念,0,,0,1042797742
45456899,1002918555,牛小鲜潮汕牛肉火锅自助,下沉城市商家,南部大区,湖北区域,大冶市,张雷鸣,0,23115710,1,1041472144
53579202,177834888,国海牛肉拉面（富力花园店）,下沉城市商家,北部大区,甘青新区域,嘉峪关,郭江荣,1,27060021,1,1161005679
49680193,1778362168,品品甜（麻栗坡县店）,下沉城市商家,南部大区,云南区域,麻栗坡县,王俊娇,0,23012847,0,1096306826
40806416,106136348,老二烧烤（阿庐大街店）,下沉城市商家,南部大区,云南区域,泸西县,唐关玲,0,23062501,1,1004813144
50707536,769000825,渔宴一碗好菜（高安大道店）,下沉城市商家,南部大区,江西区域,高安市,况国文,0,23287908,1,1101475259
45547976,1012930425011730,黔八爷贵州烙锅烤肉（孝昌店）,下沉城市商家,南部大区,湖北区域,孝昌县,樊迅,0,,1,1041395026
53554656,1060244401,怀宁尊宝披萨,下沉城市商家,北部大区,安徽区域,怀宁县,汪祥,0,26930453,1,1158332279
46034600,152376832,阿瓦寨,下沉城市商家,南部大区,云南区域,嵩明县,徐福樑,0,23064351,1,1053816761
48492709,1975260553,薇薇螺蛳粉（天门店）,下沉城市商家,南部大区,湖北区域,天门,张彪,0,,0,1072457290
43734330,113626898,巴蜀盛宴,下沉城市商家,南部大区,湖北区域,丹江口市,李学锋,0,,1,1009686779
53730003,1016787988469904,滇酥堂,下沉城市商家,南部大区,云南区域,龙陵县,杨翠要,1,27306234,1,1164868430
53185747,1281330923,蓓小将手工鲜肉饼（南莲路店）,下沉城市商家,南部大区,江西区域,高安市,熊康,0,,0,1152852541
53846310,40869563,爱品客蛋糕屋（新盛花园店）,下沉城市商家,北部大区,甘青新区域,静宁县,郑江利,1,,0,1168863768
44299145,1683689861,天香果园（雨润广场店）,下沉CKA品牌门店,南部大区,湖北区域,大冶市,黄雨萱,0,22940670,0,1010259401
49362175,920132241,小敏烧烤（义河嘉苑店）,下沉城市商家,南部大区,湖北区域,天门,邓子阳,0,,1,1083462581
53626049,859761330,麦匠时光蛋糕店（景东四小店）,下沉城市商家,南部大区,云南区域,景东彝族自治县,唐丽,0,27133855,1,1161817466
1808147,811673838,芳竹园火锅（宁河吾悦广场店）,下沉CKA品牌门店,特区,京津冀区域,宁河县,孟令鹏,0,22948122,0,1001710731
50182919,1698209463,渔得水野生菌石锅鱼,下沉城市商家,南部大区,云南区域,师宗县,阮琳娜,0,,1,1096346795
52487166,1907895097,刘氏柳州螺蛳粉（紫竹苑店）,下沉城市商家,南部大区,湖南区域,桑植县,钟耀华,0,24110377,0,1139058781
50897239,93508727,永峰风味小吃,下沉城市商家,北部大区,安徽区域,怀宁县,汪祥,0,22896408,1,1101437332
49520360,1675155167,口水鸡洋芋饭,下沉城市商家,南部大区,云南区域,鲁甸县,马荣月,0,19097608,1,1086151723
50779333,868618220,家味食府茗茶棋牌私房菜,下沉城市商家,北部大区,甘青新区域,临泽县,赵梦婷,0,,1,1101579204
40493156,117906307,重庆江湖菜（华丰路店）,下沉城市商家,南部大区,云南区域,瑞丽,李秋萍,1,23059795,0,1003853631
51570812,745472842,香港水晶饺,下沉城市商家,南部大区,湖南区域,慈利县,张娟,0,,1,1113724760
53606974,1332541677,赣饭人（王家花苑店）,下沉城市商家,南部大区,江西区域,高安市,熊康,0,27102160,1,1160768239
50507910,158455919,津市市青瓦台吊锅菜时尚餐厅（金城银座店）,下沉城市商家,南部大区,湖南区域,津市市,胡明,1,22932028,1,1101362916
54050451,1026635674232771,龚记柳州螺蛳粉,下沉城市商家,南部大区,湖北区域,天门,易清阳,1,,1,1169968823
50572582,760559946,莱德士炸鸡汉堡（五道水店）,下沉城市商家,南部大区,湖南区域,桑植县,钟耀华,0,,0,1101916882
50289107,536293442,味欣妍馄饨（纺织路店）,下沉城市商家,南部大区,湖北区域,天门,田静媛,0,23117543,1,1100158094
47962591,178880500,TODAY对今天烤鸡汉堡（鲁甸店）,下沉城市商家,南部大区,云南区域,鲁甸县,马荣月,0,,0,1067908215
49169825,1897702209,两江沸点重庆火锅（镇雄店）,下沉CKA品牌门店,南部大区,云南区域,镇雄县,陈永聪,0,26283557,1,1081967478
51878694,808588188,河南烩面河南大饼,下沉城市商家,南部大区,湖北区域,鄂州,罗文聪,0,23124369,1,1115190621
54311095,1026215033600690,壹碗香板面,下沉城市商家,特区,京津冀区域,宁河县,刘蕊,0,28216532,1,1176502238
1108999,95783147,苏利世饼屋（海晨国际店）,下沉城市商家,南部大区,湖南区域,津市市,胡明,1,,1,1000958205
53928146,1023200029729526,民藏吧,下沉城市商家,南部大区,云南区域,鲁甸县,马荣月,0,27638999,1,1165448137
45246680,1653215000,小街羊汤锅（莱雅广场店）,下沉城市商家,南部大区,云南区域,嵩明县,赵瑞阁,1,23211587,1,1036541922
48686700,1869090978,瑞丽市禧辣汇火锅店,下沉城市商家,南部大区,云南区域,瑞丽,陈明龙,1,23192894,1,1073695797
50572134,559180904,王二狗大排档,下沉城市商家,南部大区,湖北区域,丹江口市,於海燕,1,,1,1099794129
46012472,1616447820,三嬢嬢正宗富源酸汤猪脚（空港1分店）,下沉城市商家,南部大区,云南区域,嵩明县,付友,0,23225941,1,1053515591
52567764,1063924311,满口香猪脚饭,下沉城市商家,南部大区,江西区域,高安市,况国文,0,24228399,1,1139017061
51614445,1502586454,匡庐柴火土菜,下沉城市商家,南部大区,江西区域,星子,郝志鹏,0,23176525,1,1113034669
47036409,908374370,颖子汤店·牛骨粉（农民街店）,下沉城市商家,南部大区,江西区域,高安市,熊康,1,23375259,1,1061767783
53211169,1028782607992126,脸红熊猫打酒站（怡和路店）,下沉CKA品牌门店,南部大区,湖北区域,大冶市,龚进,1,25072901,1,1156708455
54160963,1794400406,泸之味家常私房菜馆,下沉城市商家,南部大区,云南区域,泸西县,唐关玲,0,,1,1173547885
51629744,1050867660,乡野生滚粥,下沉城市商家,南部大区,江西区域,星子,于丽娟,0,,1,1113783603
52291924,986535373,七个炸串（西江天街店）,下沉城市商家,南部大区,湖北区域,天门,张彪,0,,1,1118123433
49778354,1683689861,天香果园（雨润广场店）,下沉CKA品牌门店,南部大区,湖北区域,大冶市,黄雨萱,0,22841336,0,1095465098
51219418,1791544257,老刘土豆片,下沉城市商家,南部大区,湖北区域,大冶市,汪婷婷,0,,1,1108790469
51009204,1009919959425725,超艺羊肉粉馆,下沉城市商家,南部大区,湖南区域,慈利县,曾庆艮,0,,1,1108182570
52403197,1137332624,牛魔王秘制炭火烤肉（怀宁店）,下沉CKA品牌门店,北部大区,安徽区域,怀宁县,汪祥,0,23993525,1,1137422410
53924683,1577023225,鲁甸为一弥勒卤鸡,下沉城市商家,南部大区,云南区域,鲁甸县,马荣月,1,27633065,1,1171807644
51060697,600467957,香饱饱麻辣香锅（朝阳花园店）,下沉城市商家,北部大区,甘青新区域,嘉峪关,王小龙,1,,1,1108765071
53415324,803044635,人民老火锅（亿联店）,下沉城市商家,南部大区,云南区域,镇雄县,陈永聪,1,26798588,1,1158306140
51600060,765004047,成都辣舌冒菜（金地花园店）,下沉城市商家,南部大区,云南区域,嵩明县,张艳松,0,,1,1113032290
53473912,701744841,楚汉麻小秘制麻辣小海鲜,下沉城市商家,南部大区,湖北区域,大冶市,郭萍萍,0,26890302,1,1152635236
1087667,1562584916,焙思香蛋糕（临泽店）,下沉CKA品牌门店,北部大区,甘青新区域,临泽县,赵梦婷,0,22841428,0,1000947171
53444054,1792142355,柳阿妹卤味螺蛳粉,下沉城市商家,南部大区,湖北区域,鄂州,罗文聪,0,,1,1157869652
50596853,1867954566,欢喜餐厅,下沉城市商家,南部大区,云南区域,嵩明县,赵瑞阁,0,23235873,1,1100047016
52075786,574272748,亲青菜（望江楼店）,下沉本地连锁,南部大区,湖南区域,津市市,胡明,1,23548288,1,1116390747
3551115,1177375385,小龙坎老火锅（罗马风情店）,下沉KA品牌门店,北部大区,甘青新区域,静宁县,郑江利,0,,0,1003409122
52394680,1984274230,师宗荀云春干锅涮肉餐厅,下沉城市商家,南部大区,云南区域,师宗县,阮琳娜,1,23982879,1,1131350423
53994474,1028783721557308,一品鸡公煲（华容店）,下沉城市商家,南部大区,湖北区域,鄂州,李书才,0,,0,1172434563
44523608,1368022368,酷啤精酿啤酒馆,下沉城市商家,南部大区,湖北区域,天门,张彪,0,23170346,1,1011280461
45137393,5243205,天下第一粉（易都摩尔店）,下沉城市商家,北部大区,甘青新区域,嘉峪关,陈嘉欣,1,26347685,1,1036456654
53092442,632077090,水乡楚韵生态农庄,下沉城市商家,南部大区,湖北区域,鄂州,李炎龙,1,24921931,1,1153120824
52455214,1940574230,寻湘记生态甲鱼馆,下沉城市商家,南部大区,江西区域,高安市,况国文,0,24063351,1,1139905074
50360129,179512365,猪脑壳凉面（财富广场店）,下沉城市商家,南部大区,湖南区域,澧县,周俊,1,,1,1101051111
50169997,118048575,沙县小吃（叶家坝店）,下沉城市商家,南部大区,湖北区域,大冶市,郭萍萍,1,26183866,1,1095595264
49764140,686458352,祥与瑞杨公馆,下沉城市商家,南部大区,云南区域,景东彝族自治县,唐丽,0,23156567,1,1096563911
41172375,165052471,袁夫稻田火车餐厅（黄梅店）,下沉城市商家,南部大区,湖北区域,黄梅县,黎仲,0,22987807,1,1005369820
49807687,1075308572,lucky幸运炸鸡（罗马街店）,下沉城市商家,南部大区,湖北区域,孝昌县,徐念,1,22955783,1,1097164398
40502144,532638754,老地方新疆烧烤牛羊肉汤锅,下沉城市商家,南部大区,云南区域,瑞丽,陈显泽,0,23639383,1,1004636864
49348120,1009919916549747,临榆炸鸡腿（天门新城CBD店）,下沉CKA品牌门店,南部大区,湖北区域,天门,田静媛,1,22841238,0,1083016383
44806224,862426806,枕河居餐厅,下沉城市商家,南部大区,湖北区域,丹江口市,於海燕,0,,1,1025408290
53395496,511557070,食光鸡公煲,下沉城市商家,南部大区,湖北区域,大悟县,王咏,1,25268082,1,1156489308
53751150,1015941123748444,三渔鲑港鲜切三文鱼店,下沉城市商家,北部大区,甘青新区域,嘉峪关,李静,1,27344266,1,1166010949
50552012,40783786,无量山火腿木瓜鸡,下沉城市商家,南部大区,云南区域,景东彝族自治县,唐丽,0,,1,1100091399
52576174,5627912,故乡老屋（新苑东街店）,下沉本地连锁,南部大区,湖北区域,孝昌县,樊迅,1,24240135,1,1138886251
51624356,1593331697,花间食餐厅,下沉城市商家,南部大区,江西区域,星子,郝志鹏,0,26462226,1,1115437934
50599685,1986203223,地锅风情地锅鸡,下沉本地连锁,南部大区,湖南区域,澧县,周俊,1,22840769,1,1101168580
52486770,1839853616,老攀烧烤,下沉城市商家,南部大区,湖南区域,桑植县,钟耀华,0,,1,1138959773
49589025,1456399720,金四季土菜馆•土菜宗师,下沉城市商家,南部大区,江西区域,星子,李昭君,1,23174444,1,1086597694
53601942,1873717522,美利南昌特色汤粉店,下沉城市商家,南部大区,江西区域,高安市,况国文,0,27094748,1,1152799587
2473452,1798448436,华尔多芝蛋糕店（汪仁店）,下沉城市商家,南部大区,湖北区域,大冶市,龚进,0,22841641,0,1002040186
53537139,1268677246,逸炊香·铁板炒饭,下沉城市商家,南部大区,湖北区域,大冶市,黄雨萱,0,26986014,1,1159341936
49467715,534480503,金山奶茶炸货铺（金山店广场店）,下沉城市商家,南部大区,湖北区域,大冶市,张雷鸣,0,19169549,1,1086507796
54093470,1609701460,發柠,下沉城市商家,南部大区,湖南区域,慈利县,叶懋,1,,1,1172576374
49799773,1772647243,李敏麻辣烫（天门新城CBD店）,下沉城市商家,南部大区,湖北区域,天门,张彪,0,23188596,0,1095816707
46589936,80169273,甜酷·禹顺斋蛋糕（淮淀店）,下沉城市商家,特区,京津冀区域,宁河县,孟令鹏,0,23281410,0,1057359966
53757263,770103750,曾老幺面片,下沉城市商家,北部大区,甘青新区域,嘉峪关,闻俊祺,0,27355362,1,1164979747
52985172,663045141,鸭一鸣麻辣熟食铺子,下沉城市商家,南部大区,江西区域,高安市,熊康,0,,1,1144632388
46686340,1062808953,刘大妈水饺·东北铁锅炖·东北菜,下沉城市商家,南部大区,江西区域,高安市,陈俊慧,0,,1,1057927076
52630663,1227433103,耿记小龙虾（新街店）,下沉城市商家,南部大区,湖北区域,大冶市,吴洵,0,,0,1140090383
53209167,1830561392,拾夏寿司&奶茶,下沉城市商家,南部大区,云南区域,镇雄县,岳瑶,0,25073757,1,1156907916
50143298,1126227675,戴氏麻辣烫（澧县店）,下沉城市商家,南部大区,湖南区域,澧县,周俊,0,22841774,1,1102727188
2324989,62753868,鲍福清汤羊肉馆（河西店）,下沉城市商家,北部大区,甘青新区域,嘉峪关,王小龙,1,22984477,1,1002758675
51504650,1015647350,法朵（运达店）,下沉本地连锁,南部大区,湖南区域,澧县,钟荣荣,1,,1,1113365882
51421146,1258661706,牛一品干锅牛肉,下沉城市商家,南部大区,云南区域,镇雄县,吴翔,0,,1,1111477728
49504927,1335113126,桂姐老火锅（大悟店）,下沉城市商家,南部大区,湖北区域,大悟县,林佳成,1,,1,1086381641
